Name	Latitude	Longitude	Category	Checkins
Baby's Grill	40.746274	-73.896423	Filipino Restaurant	53
Scorpios	40.746308	-73.895949	Bar	5
Woodside Cafe	40.7495978218	-73.897819519	Himalayan Restaurant	176
House of Inasal	40.7461123662	-73.8985989623	Filipino Restaurant	834
Windfield Tower	40.7453440247	-73.8959589975	Building	49
MTA Subway - 61st St/Woodside (7)	40.74563826	-73.9031290699	Metro Station	15638
Delicias Ambateñas	40.746137802	-73.8962965479	Spanish Restaurant	14
Dera	40.7476687431	-73.893517	Indian Restaurant	895
Tawa Food	40.7475818131	-73.8938792707	Asian Restaurant	249
Dera Restaurant	40.7476971922	-73.893569214	Asian Restaurant	44
Dhaulagiri Kitchen	40.747595	-73.893902	Asian Restaurant	39
MTA Subway - 74th St/Roosevelt Ave/Jackson Hts (E/F/M/R/7)	40.7467049321	-73.8912093216	Metro Station	45954
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
Gourmet	40.747588	-73.8934206963	Indian Restaurant	205
24 Hours Laundromat	40.746642792	-73.893040968	Laundry Service	262
Kababish	40.7476763008	-73.893896496	Indian Restaurant	403
Shaheen	40.7477286572	-73.8934658616	Dessert Shop	18
Unidentified Flying Chickens (UFC)	40.74658333	-73.893993	Fried Chicken Joint	2882
Talk of the Town	40.748004	-73.893714	Chinese Restaurant	147
Wendy's	40.747005	-73.892639	Fast Food Restaurant	47
A & G Himalayan Fresh Food	40.7470111711	-73.8923864004	Food Truck	30
Queens Dental Office	40.7476463318	-73.8939437866	Dentist's Office	4
Haat Bazaar	40.7484358549	-73.892639	Grocery Store	386
Pashmina	40.747264835	-73.8926849754	Clothing Store	28
Himalaya Connection	40.747378	-73.893437	Gift Shop	2
Jeaw Hon	40.74647	-73.89401	Restaurant	64
Karahi Restaurant and Grill	40.747389	-73.893496	Food	1
2 Bros BBQ	40.747481	-73.893274	Food Truck	1
Pediatrics office	40.7477983346	-73.893896496	Doctor's Office	16
Mannan halal meat	40.7482292723	-73.8929892917	Grocery Store	32
Little Tibet	40.7467692735	-73.8928413391	Tibetan Restaurant	182
Himalayan Yak	40.7465132351	-73.8928547502	Asian Restaurant	2020
Ready Penny Inn	40.7485290574	-73.8926907172	Dive Bar	420
	40.7475355306	-73.8940802331	None	3
Dr. Elias Halac	40.7478573226	-73.8939481721	Doctor's Office	4
Washman Laundry & Dryclean	40.7466850959	-73.8930352262	Laundry Service	58
Premium Sweets & Restaurant	40.748538	-73.892713	Indian Restaurant	250
J.H. Advanced Eye Care Center, Frank R. Titone, MD, P.C.	40.7475197067	-73.8924438187	Doctor's Office	24
Jackson Heights Medical Offices	40.747219	-73.893484	Doctor's Office	1
Kabab King Diner	40.74721135	-73.892351	Halal Restaurant	1325
Playground	40.7464535805	-73.8938792707	Thai Restaurant	966
Allam Patil M.D.	40.7479890149	-73.8935089699	Doctor's Office	16
Khaamar Baari	40.7482716197	-73.8926045899	Indian Restaurant	116
Apna Bazaar	40.7487276065	-73.8930926443	Supermarket	399
MTA Subway - 65th St (M/R)	40.7492211057	-73.8973874708	Metro Station	2037
Greek Church of St Constantine	40.7470774273	-73.893678308	Church	33
eneida agosto	40.7472343445	-73.8932495117	Doctor's Office	5
Auttharos Thai	40.746382	-73.893844	Thai Restaurant	34
Cholsum Tibetian Restaurant	40.7468228575	-73.8926045899	Tibetan Restaurant	37
Potala Fresh Momo	40.747271541	-73.8923117566	Food Truck	35
bellozino Catering	40.746884	-73.892824	Other Event	2
Sake Bar by Zabb	40.7465240235	-73.8940859749	Restaurant	269
Little Myanmar	40.747593	-73.891935	Grocery Store	2
Dr. Mendez	40.7469865053	-73.8935921811	Doctor's Office	9
Rajbhog Sweets	40.7489206488	-73.8928457463	Indian Restaurant	712
Masjid  Dar-Ul-Furqan	40.7483258357	-73.8939481721	Mosque	16
Fauma Innovative Inc. - Corporate Office	40.7481	-73.893224	Office	1
Chase Bank	40.7470780609	-73.8902828307	Bank	1099
MTA Subway - 74th St/Roosevelt Ave/Jackson Hts (E/F/M/R/7)	40.7467049321	-73.8912093216	Metro Station	45954
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
Citibank	40.7475008061	-73.8915753365	Bank	488
Jackson Heights Penguin	40.7474402588	-73.8905547479	Plaza	12
Mailbox Mart	40.7475058105	-73.8907097787	Miscellaneous Shop	7
woodsidefancing	40.747723	-73.890466	Club House	20
MTA Bus - Q47	40.7464240109	-73.8914102868	Bus Line	1670
Credit Suisse Health Center	40.7477055449	-73.8905547479	Medical Center	5
Oficinas Medicas	40.747788	-73.890752	Doctor's Office	3
MTA Bus - Q33	40.7469866016	-73.8901700413	Bus Line	3388
MTA Bus - Q70 Limited	40.7468697497	-73.8908820351	Bus Line	1798
Jackson Heights Medical	40.7476990814	-73.8905432641	Doctor's Office	9
Dr. Pimentel's Office	40.7478132541	-73.8906695856	Doctor's Office	6
General medical services, P.C.	40.747699	-73.890901	None	6
Aroma Brazil	40.7470528346	-73.8899173977	Brazilian Restaurant	186
Diversity Plaza	40.7472073914	-73.891794991	Plaza	88
Lhasa Fast Food	40.7475710286	-73.8915538332	Dumpling Restaurant	283
MTA Bus - Q49	40.7485056231	-73.8906810693	Bus Line	715
99 Cents And More	40.747539423	-73.8907155206	Department Store	8
Friends Corner Cafe	40.746966	-73.890723	Asian Restaurant	157
Lali Guras Restaurant	40.7472937825	-73.8894695288	Asian Restaurant	304
Academic Urology Associates	40.747877	-73.890446	Doctor's Office	13
MTA Bus - Q47/Q70 (Roosevelt Ave)	40.746932	-73.891087	Bus Stop	51
S.Y. Kims Tae Kwan Doe Center	40.747555	-73.890043	Martial Arts Dojo	4
PS 69 Playground	40.7469614918	-73.8908475838	Playground	39
Coral Aquarium Pet Center	40.747025	-73.8901	Pet Store	308
McDonald's	40.7471919378	-73.8894939423	Fast Food Restaurant	771
Patel Brothers	40.748083	-73.8916343451	Grocery Store	1745
momo bros	40.747475	-73.891422	Dumpling Restaurant	2
New York Mart	40.7463412377	-73.8904054589	Supermarket	1335
Mango's	40.747318182	-73.8906753275	Mexican Restaurant	18
Famous Famiglia Pizzeria	40.7469270975	-73.89074423	Pizza Place	312
Victor Moore Bus Terminal (Q33/Q49/Q70+SBS+)	40.7465579403	-73.8907170296	Bus Station	3635
Madhu's eyebrows	40.7468545082	-73.8907499719	Salon / Barbershop	19
Jackson Diner	40.7477347343	-73.8914964147	Indian Restaurant	3386
MTA Bus - Q32/(Q70 LTD Drop-Off) - Roosevelt Av & 74 St	40.746804	-73.890931	Bus Line	587
Dunkin' Donuts	40.7469598019	-73.8909394538	Donut Shop	1502
Taqueria Coatzingo	40.7472317198	-73.8893317227	Mexican Restaurant	2056
Oshi's Spa Zone	40.747837	-73.890716	Spa	9
Spicy Tibet	40.7468830536	-73.8901815251	Tibetan Restaurant	91
AMDO Kitchen	40.7471371619	-73.891404545	Food Truck	136
La Abundancia	40.74686	-73.89042	South American Restaurant	592
Tacos El Gallo Giro	40.7469213501	-73.8902159764	Taco Place	440
Mama's Empanadas	40.747156	-73.889009	Empanada Restaurant	1839
Bhim's Café	40.7472961886	-73.8910944843	Asian Restaurant	104
Phayul	40.747205703	-73.8913815775	Asian Restaurant	1000
Y.L. Variety & Gift	40.7469730587	-73.8902217183	Hardware Store	3
Punjab Barber Shop	40.7473026981	-73.8908073907	Salon / Barbershop	15
Spa  Bellagio	40.7470421736	-73.8902619116	Salon / Barbershop	340
Zoni Language Centers	40.7472568658	-73.8870004892	College Academic Building	731
Blink Fitness Roosevelt	40.747241	-73.887637	Gym	2089
7-Eleven	40.747078	-73.8871	Convenience Store	124
Friends Tavern	40.7473679011	-73.8872186847	Gay Bar	1614
Kitchen 79	40.7476389949	-73.8868167455	Thai Restaurant	538
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
79th Street	40.7475230047	-73.8874253959	Neighborhood	448
MTA Subway - 82nd St/Jackson Heights (7)	40.7476674319	-73.8839524984	Metro Station	3887
The Arepa Lady	40.7474017626	-73.8871784908	Food Truck	438
MTA Subway - 74th St/Roosevelt Ave/Jackson Hts (E/F/M/R/7)	40.7467049321	-73.8912093216	Metro Station	45954
Jose Fish Market	40.74750092	-73.884454	American Restaurant	163
Rosa's Hair Salon	40.747421	-73.887126	Salon / Barbershop	3
Los Chuzos y Algo Mas	40.7473870127	-73.8866615295	Latin American Restaurant	293
J&C Delicias	40.7475585938	-73.8868255615	South American Restaurant	24
Arunee Thai	40.7494569629	-73.8873507502	Thai Restaurant	1355
Million Minks Skin Care	40.747482	-73.887004	Cosmetics Shop	10
NYC Taxi 9B69	40.747321	-73.887198	None	9
Farmacia Latina	40.74737	-73.887384	None	12
Amor Karaoke And Bar	40.747299	-73.887275	Other Nightlife	28
Nychevillo-tte	40.747186904	-73.8876665588	Pool Hall	5
Elmhurst Hospital Center	40.7452444981	-73.8855362766	Hospital	9007
Cafe Uno	40.7474303729	-73.8876608168	Pool Hall	246
London Boutique	40.7473755047	-73.8876033971	Gift Shop	87
UNO Cafe & Billiards	40.7472936786	-73.8871727488	General Entertainment	17
Liquor Store	40.7473909031	-73.8880397864	Liquor Store	66
Mama's Empanadas	40.747156	-73.889009	Empanada Restaurant	1839
McDonald's	40.7471919378	-73.8894939423	Fast Food Restaurant	771
amparo beauty salon	40.7474413027	-73.8869488113	Salon / Barbershop	26
Village Moon	40.7473240631	-73.8875689453	Tattoo Parlor	175
NYLC	40.7473807	-73.8870879	None	7
Backwoods of Jackson Heights	40.7472203118	-73.8872588785	Women's Store	5
Melao Night Club	40.747616	-73.886475	Nightclub	61
Elmhurst, NY	40.7412865549	-73.8799951376	Neighborhood	18472
Mangos Night Club	40.747257	-73.887091	Bar	8
969 nyc coffee	40.747869	-73.88571	Café	56
Mango's Restaurant Bakery & Bar	40.7473923472	-73.8868971334	Bar	75
Mount Sinai-Elmhurst Shuttle	40.7474291603	-73.8868282295	Hospital	22
Club Evolution	40.7472771445	-73.8889355298	Gay Bar	1649
Areperia Arepa Lady	40.7470864166	-73.8885163683	Arepa Restaurant	680
El Potrillo 'D' Don Decy	40.747288	-73.887588	Seafood Restaurant	2
Urban American Apartments	40.747985	-73.886909	Building	29
Famous Brands	40.7472891128	-73.8877067525	Women's Store	9
Ear, Nose, Throat Associates Of New York	40.7471841857	-73.8872761045	Doctor's Office	2
Starbucks	40.74955752	-73.88739013	Coffee Shop	5634
NY Chevillo-tte	40.747143	-73.887432	Pool Hall	59
Chunghwa Joes Restaurant	40.747499	-73.886905	Korean Restaurant	34
MTA Bus - Q32 - Roosevelt Ave & 82nd St	40.7470678006	-73.8873392662	Bus Stop	2
Native American Culture	40.747294	-73.886728	Miscellaneous Shop	1
Seltzer Goods	40.74745	-73.88769	None	3
True Colors Bar	40.747477	-73.886074	Gay Bar	1057
Dunkin' Donuts	40.7476284019	-73.8840835372	Donut Shop	1235
MTA Subway - 82nd St/Jackson Heights (7)	40.7476674319	-73.8839524984	Metro Station	3887
Kung Fu Tea (功夫茶)	40.7476213419	-73.8839514694	Bubble Tea Shop	1374
Maria's Tamale Cart	40.7475239038	-73.883818388	None	32
Carvel Ice Cream	40.747525517	-73.8843534145	Ice Cream Shop	460
82nd St & Roosevelt Ave	40.747747045	-73.8839572115	Neighborhood	577
Tax Solutions & Mas	40.7475414466	-73.8842689991	Office	14
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
La Casa del Pollo Peruano II	40.7475479211	-73.8843591566	South American Restaurant	370
McDonald's	40.748226386	-73.8839686957	Fast Food Restaurant	908
Pollos a la Brasa Mario	40.7475346327	-73.884708	South American Restaurant	2906
Mama Empanada y Algo Mas	40.747463	-73.883713	Snack Place	41
Duane Reade	40.7479453209	-73.8840318585	Pharmacy	518
Citibank	40.7476186731	-73.8850539453	Bank	371
Yogurberry	40.7475854157	-73.8839399853	Frozen Yogurt Shop	15
FERNANDO'S Hair Salon	40.7476439899	-73.8841811524	Salon / Barbershop	2
Popeyes	40.7472645177	-73.8837562387	Fried Chicken Joint	589
Ponce De Leon Federal Bank	40.7481635847	-73.8840433427	Bank	89
New York Language Center	40.747940174	-73.8841237317	School	419
Gap Factory Store	40.748768	-73.884218	Clothing Store	187
La Abundancia Bakery & Restaurant	40.747579504	-73.8843361883	Bakery	50
Robert Barber Shop	40.7475267158	-73.8842443152	Cosmetics Shop	26
Hornado Ecuatoriano	40.7475479211	-73.8843189621	Restaurant	6
Urzua Queens Performing Arts	40.7477197462	-73.8839686957	Dance Studio	34
Jose Fish Market	40.74750092	-73.884454	American Restaurant	163
Jackson House Restaurant	40.7474588658	-73.8841007634	Restaurant	10
Sal y Pimienta	40.747387	-73.884415	Bar	5
Rincon Musical	40.7476038883	-73.8839342432	Music Store	5
Bank Of America	40.748437	-73.884048	Bank	768
Kundalinink	40.7478028601	-73.8844739979	Tattoo Parlor	62
J&C Pastry Bakery	40.747589	-73.884096	Bakery	66
M to N Buffet	40.7476082876	-73.8839859219	Chinese Restaurant	67
Pandebono Almojabana	40.7475655007	-73.8840031481	Bakery	4
Arepas En La 82 Y Roosevelt	40.747675	-73.884148	Arepa Restaurant	6
China AAA	40.7476492624	-73.883779207	Cantonese Restaurant	38
Sam's Family Dental	40.7474959366	-73.8838538541	Building	5
Yogurt Berry	40.74764	-73.883776	Dessert Shop	125
M To N Cafeteria	40.74728	-73.883688	Cafeteria	61
Roshni Beauty Salon	40.7473971088	-73.8838710803	Cosmetics Shop	16
Threading Plus	40.7473636436	-73.8839055328	Health & Beauty Service	22
MTA Bus - Q32	40.7617830719	-73.9678481225	Bus Line	142
Zumba Con Wilber	40.747675	-73.884528	Gym / Fitness Center	2
Foodtown	40.7467310444	-73.8831188663	Supermarket	430
Hornado Ecuatoriano 81st	40.747515	-73.884387	None	23
Pico de Gallo	40.7477140532	-73.883388745	Mexican Restaurant	113
Gato verde sports bar	40.7475265903	-73.8837619808	Sports Bar	23
Game Champ	40.7477855571	-73.8838595962	Toy / Game Store	176
Ear Nose & Throat Associates of New York P.C	40.7475537899	-73.8841237317	Doctor's Office	6
El Picosito	40.7476652934	-73.8846003232	Bar	19
A&O Jewelers	40.747734	-73.88379	Jewelry Store	1
Dr Sosa And Perea	40.7478646633	-73.8809713082	Doctor's Office	102
Quest Diagnostics	40.7482297652	-73.8799434579	Medical Lab	9
Elmhurst, NY	40.7412865549	-73.8799951376	Neighborhood	18472
Mi Tierra Supermarket	40.7481459998	-73.8804430282	Supermarket	346
La Pequeña Colombia	40.7478917038	-73.8821025115	Colombian Restaurant	1366
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
Little Caesars Pizza	40.7480515954	-73.8795472459	Pizza Place	382
Sugar & Cake Fantasies Bakery	40.748096	-73.879511	Bakery	5
Q29 Jackson Heights	40.7471475406	-73.8837217862	Bus Line	340
Planet Fitness	40.74821	-73.88002	Gym	527
Prontito	40.74758	-73.88043	Snack Place	7
MTA Subway - 82nd St/Jackson Heights (7)	40.7476674319	-73.8839524984	Metro Station	3887
Taco Veloz	40.748083	-73.88031	Mexican Restaurant	91
Jackson Home Center	40.74809	-73.880684	Hardware Store	1
Mainland USA Restaurant	40.747799	-73.880997	Food	1
Medical Building	40.747724	-73.881179	Doctor's Office	19
PS 89Q	40.7457804115	-73.8792888464	School	916
Cevicheria El Rey	40.7478972533	-73.8803167002	Peruvian Restaurant	33
Tania Beauty Salon	40.7480021926	-73.8810172455	Salon / Barbershop	13
Flamingo	40.7478355576	-73.881178026	Nightclub	81
MTA Subway - 90th St/Elmhurst Ave (7)	40.7483948907	-73.8764047623	Metro Station	6820
X-ist Jeans	40.747996	-73.880969	Boutique	6
El Pequeno Coffee Shop	40.74808009	-73.88033996	Latin American Restaurant	221
Optima Beauty Supply	40.7479943517	-73.8816373983	Cosmetics Shop	111
La Casa del Pollo	40.748172	-73.878901	Latin American Restaurant	430
T-Mobile	40.74832064	-73.8803454111	Electronics Store	46
Terraza 7	40.7475202143	-73.8820450902	Bar	1616
Dll Deals and Discounts	40.74786	-73.882095	Department Store	6
Best Value Inc. (99 cents & up store)	40.7468310405	-73.8804889657	Miscellaneous Shop	17
Medical Center Building	40.7478025631	-73.8814077123	Medical Center	27
Malecon 2000	40.7478843	-73.8812904	Bar	2
Dr. Oscar T Galang	40.7473753363	-73.8816316561	Dentist's Office	1
Guadalajara De Noche	40.7481273107	-73.8807703323	Mexican Restaurant	75
Holley’s International Martial Arts	40.7478939707	-73.8803798642	Gym	158
Tacos Mi Mexico Lindo	40.7477446486	-73.8824558258	Mexican Restaurant	382
Maritzas Peluqueria Tanya's	40.748112	-73.880938	Health & Beauty Service	1
Calima Insurance Brokerage	40.747248	-73.881234	None	10
Dr. Catucci Office	40.747904	-73.880637	Doctor's Office	1
Studio316L (Piercing/Tattoo Shop)	40.7479264258	-73.8815799768	Design Studio	18
Soccer Fanatic	40.7478890615	-73.8816431404	Sporting Goods Shop	39
Pollo A La Brasa Mario Colombian Restaurant	40.7479208277	-73.8816316561	South American Restaurant	41
Jose's barbershop	40.748118	-73.880969	Nail Salon	15
Quesadillas Cart	40.7479769712	-73.8805521297	Mexican Restaurant	65
Janet Sanchez, MD	40.74792099	-73.8806762695	Doctor's Office	2
Aero Express Travel, Inc.	40.7480274639	-73.8809598239	General Travel	15
Team Mexico	40.7477131508	-73.880310958	Mexican Restaurant	4
Masjid Al Taufiq	40.7472175282	-73.8812584163	Mosque	38
Popular Community Bank	40.7476772199	-73.882728403	Bank	95
Punche Bike	40.74808	-73.880798	None	1
Mi Ranchito Cafe	40.7477131508	-73.880310958	Mexican Restaurant	5
MTA Subway - 90th St/Elmhurst Ave (7)	40.7483948907	-73.8764047623	Metro Station	6820
Planet Fitness	40.74821	-73.88002	Gym	527
Tempo Libero Bar	40.748249	-73.878215	Cocktail Bar	112
Elmhurst, NY	40.7412865549	-73.8799951376	Neighborhood	18472
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
Dunkin' Donuts	40.7483316612	-73.8770378853	Donut Shop	1074
Kingpayom	40.747196	-73.87794	Residential Building (Apartment / Condo)	1
Little Caesars Pizza	40.7480515954	-73.8795472459	Pizza Place	382
Catholic Charities Neighborhood Services	40.7507434889	-73.8750912424	Doctor's Office	106
El Toro Bravo	40.7483522581	-73.8784045434	Mexican Restaurant	38
Manhattan Lounge	40.748272	-73.87804	Bar	1
La Casa del Pollo	40.748172	-73.878901	Latin American Restaurant	430
Nieves Tia Mimi	40.7482	-73.87727	Ice Cream Shop	7
Associated Supermarket	40.7488590261	-73.8768656168	Supermarket	491
Zapateria Mexico	40.748459	-73.877998	Office	1
Asia Restaurant	40.748158	-73.878729	Chinese Restaurant	20
Chusos Ecuatoriano -  Food Stand	40.7481998187	-73.8785505295	Latin American Restaurant	6
DRA.Cecilia	40.7477830032	-73.8789098599	Building	13
40045 Elbertson St	40.747483784	-73.8773537105	Residential Building (Apartment / Condo)	3
Defining Styles	40.748015	-73.876511	Salon / Barbershop	86
tacos al suadero	40.748157681	-73.878662944	Mexican Restaurant	4
La Grande Estrella	40.7479766884	-73.8778016071	Cuban Restaurant	4
Tacos Al Suadero	40.7488338005	-73.8765335083	Mexican Restaurant	360
Wellness Studio Spa	40.748233	-73.87758	Massage Studio	6
El Arepa Zo	40.748104	-73.878845	Café	3
GRAB & GO CANDY	40.7482658874	-73.8766301829	Candy Store	137
Mi Estrella	40.748412	-73.877524	Chinese Restaurant	269
88-12 Elmhurst Avenue	40.7458757112	-73.8776465661	Residential Building (Apartment / Condo)	285
88-12 Elmhurst Ave Gym	40.7458	-73.8775	Gym	166
Broadway Bakery	40.748134	-73.876295	Bakery	39
Taste Of Italy	40.7484962754	-73.8765383062	Pizza Place	138
Zapateria Mexico	40.7481316385	-73.8780083283	Men's Store	6
B'Aires Bakery	40.7485303573	-73.8763430681	Bakery	291
Dentist.	40.748184	-73.877459	Dentist's Office	7
Tacos Hns Rodriguez	40.748221	-73.877608	Taco Place	17
Vanilla Cafe	40.748249905	-73.8794094329	Bakery	360
Madison Beauty Salon	40.748362	-73.877859	Nail Salon	7
Chivofung Ferry For The Blind	40.7478833199	-73.877248	Boat or Ferry	14
Quest Diagnostics	40.7482297652	-73.8799434579	Medical Lab	9
Tacos Mexico	40.748630501	-73.8768081939	Food Truck	77
Mexicana Bakery	40.748206	-73.877433	Bakery	2
